Frasier Crane,DS,Creating an app for probing the mind
Bill Cosby,CS,Creating an app for telling affable jokes
Sarah Connor,DS,Building a service to help preparing for the apocalypse
Dr. Dre,CS,Creating an app for producing Hipbop records
Baron Munchausen,DS,Building a REST API for inventing lies
Frodo Baggins,DS,Creating an app for disposing of unwanted jewelry
Hedda Hopper,CS,Creating a web interface for spreading political gossip
Rush Limbaugh,CSDS,Creating an app for spreading political gossip
Leroy Jethro Gibbs,DS,Creating a web interface for finding clues
Albert Einstein,CSDS,Creating a web interface for revolutionizing physics
Stanley Kowalski,DS,Creating a web interface for moaning about women
John Wayne,CSDS,Creating an app for walking like a man
Keith Richards,CS,Creating an app for playing rock music
Larry King,CSDS,Building a service to help interviewing politicians
Natasha Romanova,DS,Creating an app for kicking ass
Frasier Crane,DS,Building a REST API for probing the mind
Voltaire,CS,Building a service to help promoting enlightenment
Ellen DeGeneres,CSDS,Creating an app for interviewing celebrities
Gore Vidal,CS,Building a REST API for writing historical fiction
Jack Nicholson,CSDS,Building a service to help starring in romantic comedies
John Dillinger,CS,Creating an app for eluding the FBI
Keith Richards,CS,Creating an app for playing rock guitar
Liza Minnelli,CS,Building a REST API for over-acting
Baron Munchausen,DS,Building a service to help telling tall tales
Thanos,DS,Building a service to help striving for world domination
Wyatt Earp,CS,Creating a web interface for arresting criminals
Professor Charles Xavier,DS,Building a service to help teaching the next generation
Stormy Daniels,CSDS,Building a service to help starring in pornographic movies
Violet Baudelaire,DS,Creating an app for inventing electrical marvels
Chuck Norris,CS,Creating an app for starring in action movies
Violet Baudelaire,DS,Building a REST API for pioneering new technologies
Charles Atlas,CS,Creating an app for working out
Winnie the Pooh,DS,Building a service to help cooking for friends
Iggy Pop,CS,Creating a web interface for doing raunchy stage acts
Larry King,CS,Building a service to help interviewing celebrities
Bobby Fischer,CSDS,Building a service to help playing aggressive chess
Helen Keller,CS,Creating an app for avoiding eye contact
Amy Schumer,CSDS,Creating a web interface for doing stand-up
Naomi Campbell,CS,Creating an app for peacocking in fancy clothes
Kal El,DS,Creating an app for reporting the news
Naomi Campbell,CSDS,Creating a web interface for peacocking in fancy clothes
Kal El,DS,Building a REST API for reporting the news
Sarah Silverman,CSDS,Building a service to help insulting minorities
Jay Z,CSDS,Creating an app for singing Hipbop songs
Scipio Africanus,CS,Creating a web interface for developing military strategies
Pocahontas,CS,Creating a web interface for bridging cultures 
Jerry Seinfeld,CSDS,Building a REST API for doing stand-up
Naomi Campbell,CS,Building a service to help peacocking in fancy clothes
Stormy Daniels,CSDS,Building a REST API for starring in pornographic movies
Emperor Constantine,CS,Creating an app for running an empire
Freddy Krueger,DS,Building a REST API for terrorizing sleepers
Dr. Dre,CSDS,Building a REST API for producing Hipbop records
Dominique Strauss-Kahn,CSDS,Creating an app for planning orgies
George Orwell,CS,Creating a web interface for warning about totalitarianism
Juliet Capulet,DS,Building a service to help watching the sun rise
Boba Fett,DS,Building a REST API for collecting bounties on runaways
Linus Torvalds,CSDS,Creating a web interface for promoting open-source software
Hedda Hopper,CS,Creating an app for ranting about liberals
Leroy Jethro Gibbs,DS,Creating an app for finding clues
Tony Stark,DS,Building a service to help developing new technologies 
Tony Stark,DS,Creating a web interface for developing new technologies 
Jean-Paul Sartre,CS,Building a REST API for chain-smoking Gauloises Bleues
Barbra Streisand,CS,Building a service to help singing torch songs
Tina Fey,CS,Building a REST API for writing comedy
George Orwell,CSDS,Building a REST API for writing political tracts
Jenna Maroney,DS,Creating a web interface for singing pop songs
Professor Charles Xavier,DS,Creating a web interface for teaching the next generation
Professor Charles Xavier,DS,Building a service to help promoting diversity
Winnie the Pooh,DS,Building a REST API for cooking for friends
Naomi Campbell,CSDS,Building a REST API for peacocking in fancy clothes
Whitney Houston,CS,Building a service to help writing pop songs
Jon Stewart,CSDS,Creating a web interface for hosting a late night chat show
P. T. Barnum,CSDS,Creating a web interface for piquing public interest
Linus Torvalds,CS,Building a service to help promoting open-source software
John Constantine,DS,Building a REST API for exorcising demons
Freddy Krueger,DS,Creating a web interface for creating nightmares
﻿Daniel Day-Lewis,CS,Creating an app for winning Oscars
Jack Kerouac,CS,Creating a web interface for writing beat fiction
Marge Simpson,DS,Creating an app for raising a family
Bill Murray,CS,Building a service to help starring in indy movies
Michael J. Fox,CS,Creating a web interface for throwing fund-raisers for Parkinson's disease
Blanche DuBois,DS,Building a REST API for moaning about men
Rick Sanchez,DS,Building a service to help inventing electrical marvels
Thanos,DS,Building a service to help devising evil schemes
Bruce Banner,DS,Creating a web interface for flying into a rage
Lizzy Bennet,DS,Building a REST API for looking for love
Lois Lane,DS,Creating an app for reporting for The Daily Planet
Pocahontas,CS,Building a REST API for bridging cultures 
Thomas "Neo" Anderson,DS,Building a service to help hacking into corporate mainframes
Taylor Swift,CSDS,Building a REST API for writing pop songs
Mickey Rourke,CSDS,Building a REST API for getting plastic surgery
﻿Daniel Day-Lewis,CSDS,Building a REST API for performing serious acting
Jack Nicholson,CS,Creating an app for starring in romantic comedies
Kellyanne Conway,CS,Building a service to help offering advice
Dominique Strauss-Kahn,CSDS,Creating an app for throwing sex parties
Doctor Stephen Strange,DS,Building a REST API for performing magic tricks
Chris Rock,CS,Creating a web interface for cross-dressing in women's clothes
Larry King,CS,Creating a web interface for interviewing politicians
Ellen DeGeneres,CS,Creating a web interface for interviewing celebrities
Marge Simpson,DS,Creating a web interface for raising a family
Jack Nicholson,CS,Creating a web interface for womanizing
Joey Tribbiani,DS,Creating a web interface for seducing women
Doctor Stephen Strange,DS,Creating a web interface for teaching magic
Donald Trump,CSDS,Building a service to help postulating bizarre theories
Jerry Seinfeld,CS,Building a service to help starring in sit-coms
Pamela Anderson,CS,Creating a web interface for making unauthorized sex tapes
Frasier Crane,DS,Building a service to help probing the mind
John F. Kennedy,CSDS,Building a REST API for chasing starlets
Gore Vidal,CS,Building a REST API for writing modern fiction
John Constantine,DS,Building a service to help exorcising demons
Angelina Jolie,CSDS,Building a REST API for adopting children
Marge Simpson,DS,Building a REST API for raising a family
John Constantine,DS,Creating a web interface for practicing the Occult
Jack Kerouac,CSDS,Creating a web interface for driving around America
Ed Wood,CS,Building a REST API for directing bad movies
George Orwell,CS,Creating an app for writing polemics
Martha Stewart,CS,Creating an app for writing cook books
Nelson Mandela,CS,Creating an app for promoting racial harmony
Jack Nicholson,CSDS,Building a service to help womanizing
Ed Wood,CS,Building a REST API for writing bad movies
Dominique Strauss-Kahn,CS,Building a REST API for throwing sex parties
Travis Bickle,DS,Creating an app for talking to mirrors
Frasier Crane,DS,Creating an app for analyzing the sub-conscious
Tony Stark,DS,Building a REST API for running a hardware company
P. T. Barnum,CSDS,Building a service to help piquing public interest
Stormy Daniels,CS,Creating an app for starring in pornographic movies
Mickey Rourke,CS,Creating an app for getting plastic surgery
Lizzy Bennet,DS,Creating an app for looking for love
Jamie Oliver,CS,Building a service to help running restaurants
Martha Stewart,CSDS,Building a service to help running a media empire
Rush Limbaugh,CSDS,Building a service to help promoting conservative values
Charles Atlas,CS,Building a service to help bodybuilding
Michael J. Fox,CS,Building a service to help throwing fund-raisers for Parkinson's disease
Angelina Jolie,CS,Building a service to help adopting children
Jean-Luc Picard,DS,Building a service to help commanding a spaceship
Travis Bickle,DS,Creating an app for planning assassinations
Hugh Grant,CSDS,Creating a web interface for starring in romantic comedies
Whitney Houston,CS,Building a REST API for singing pop songs
Ed Wood,CSDS,Building a service to help directing bad movies
Courtney Love,CS,Building a service to help playing grungy music
Gore Vidal,CS,Creating a web interface for writing historical fiction
Keith Richards,CS,Building a service to help playing rock guitar
Rick Sanchez,DS,Building a service to help pioneering new technologies
Voltaire,CS,Building a REST API for promoting enlightenment
Thomas "Neo" Anderson,DS,Creating an app for performing kung-fu moves
Frodo Baggins,DS,Building a service to help disposing of unwanted jewelry
Tina Fey,CSDS,Building a service to help writing comedy
Donald Trump,CS,Creating a web interface for developing real estate
Jay Z,CSDS,Creating a web interface for singing Hipbop songs
Blanche DuBois,DS,Creating a web interface for moaning about men
Tina Fey,CS,Creating an app for writing comedy
Moe Szyslak,DS,Building a service to help falling for prank calls
John Constantine,DS,Creating an app for exorcising demons
Boba Fett,DS,Creating an app for tracking down fugitives
Bill Murray,CS,Building a REST API for telling dry jokes
Emperor Constantine,CSDS,Building a service to help running an empire
Mel Brooks,CS,Creating an app for writing funny movies
Victor Frankenstein,DS,Building a REST API for playing God
Violet Baudelaire,DS,Creating a web interface for inventing electrical marvels
Larry King,CS,Building a REST API for interviewing politicians
Ed Wood,CS,Creating a web interface for directing bad movies
Bill Murray,CS,Creating a web interface for telling dry jokes
Jean-Paul Sartre,CS,Creating a web interface for chain-smoking Gauloises Bleues
Bob Dylan,CS,Building a service to help singing protest songs
Jenna Maroney,DS,Building a REST API for singing on TV shows
Linus Torvalds,CSDS,Building a REST API for developing open-source software
Voltaire,CSDS,Building a service to help writing novels
Count Dracula,DS,Creating an app for sucking blood
Oscar Pistorius,CS,Building a REST API for competing in the Olympics
Adam Sandler,CS,Creating a web interface for making dumb comedies
Iggy Pop,CSDS,Building a REST API for doing raunchy stage acts
Jamie Oliver,CSDS,Building a service to help promoting healthy eating
Bill Murray,CS,Building a service to help telling dry jokes
Jean-Paul Sartre,CSDS,Building a service to help chain-smoking Gauloises Bleues
Hedda Hopper,CS,Building a service to help ranting about liberals
George W. Bush,CS,Building a REST API for  launching foreign wars
Violet Baudelaire,DS,Building a REST API for inventing electrical marvels
Spider-Man,DS,Creating an app for pursuing criminals
Travis Bickle,DS,Building a service to help planning assassinations
Chuck Norris,CS,Building a REST API for starring in action movies
Frodo Baggins,DS,Building a REST API for disposing of unwanted jewelry
George Armstrong Custer,CS,Building a REST API for leading armies into battle
Travis Bickle,DS,Building a REST API for expressing violent urges
Ming The Merciless,DS,Building a service to help terrorizing Earth
Dr. Dre,CS,Building a service to help singing Hipbop songs
Wyatt Earp,CS,Building a REST API for running a frontier town
Linus Torvalds,CSDS,Building a REST API for promoting open-source software
Lois Lane,DS,Building a service to help reporting for The Daily Planet
Rocky Balboa,DS,Creating an app for knocking out opponents
Humphrey Bogart,CS,Creating a web interface for playing tough guys
Rush Limbaugh,CSDS,Building a service to help spreading political gossip
Oscar Pistorius,CS,Creating a web interface for competing in the Olympics
Moe Szyslak,DS,Creating a web interface for serving beer
Rihanna,CSDS,Creating an app for singing pop songs
Nelson Mandela,CS,Building a service to help fighting for democracy
Nelson Mandela,CS,Creating a web interface for fighting for democracy
Professor Charles Xavier,DS,Creating a web interface for promoting tolerance
Frasier Crane,DS,Creating a web interface for analyzing the sub-conscious
Samwise Gamgee,DS,Building a service to help tending the garden
Travis Bickle,DS,Building a REST API for talking to mirrors
Victor Frankenstein,DS,Creating an app for playing God
Barbra Streisand,CSDS,Creating a web interface for over-acting
Rocky Balboa,DS,Creating a web interface for knocking out opponents
Keith Richards,CS,Building a REST API for playing rock guitar
Wyatt Earp,CS,Building a service to help arresting criminals
John Wayne,CS,Building a REST API for starring in war movies
Charles Atlas,CSDS,Building a REST API for bodybuilding
Adam Sandler,CSDS,Creating an app for making dumb comedies
Michael J. Fox,CS,Creating an app for throwing fund-raisers for Parkinson's disease
Ilya Kuryakin,DS,Creating an app for foiling the schemes of evil villains
Blanche DuBois,DS,Building a service to help moaning about men
Rocky Balboa,DS,Creating an app for winning boxing matches
Angelina Jolie,CS,Creating an app for adopting children
Martha Stewart,CS,Building a REST API for cooking dinners
Humphrey Bogart,CS,Building a REST API for playing tough guys
Wyatt Earp,CSDS,Creating an app for punishing crime
Stormy Daniels,CSDS,Creating a web interface for starring in pornographic movies
Lizzy Bennet,DS,Creating a web interface for looking for love
Jenna Maroney,DS,Creating a web interface for singing on TV shows
Kal El,DS,Creating a web interface for reporting the news
John F. Kennedy,CSDS,Creating an app for chasing starlets
