Nelson Mandela,CS,Creating an app for promoting racial harmony
Cameron Diaz,CS,Creating an app for starring in romantic comedies
Elvis Presley,CS,Creating a web interface for gyrating hips
Kenny G,CS,Building a service to help playing the saxophone
Joseph Goebbels,CS,Creating a web interface for running a propaganda machine
Giacomo Casanova,CSDS,Creating an app for chasing after women
Winston Churchill,CS,Building a service to help promoting democracy
Salvador Dali,CSDS,Building a service to help painting surreal pictures
Jim Morrison,CSDS,Building a REST API for singing rock songs
Larry David,CS,Building a service to help writing TV comedies
Keyser Söze,DS,Building a REST API for running a criminal enterprise
Martin Luther,CS,Creating a web interface for raging against the machine
Orson Welles,CS,Creating an app for directing Hollywood movies
Jackie Chan,CSDS,Creating an app for starring in comedies
John Merrick,CS,Creating an app for eluding the public gaze
Jim Jones,CSDS,Creating an app for running a religious cult
Bane,DS,Creating a web interface for breaking heads
Ron Burgundy,DS,Building a service to help maintaining salon-quality hair
Plato,CS,Building a REST API for teaching the next generation
Conchita Wurst,CS,Building a service to help singing pop songs
John Wayne,CS,Building a service to help walking like a man
Charles Dickens,CS,Building a REST API for writing about social problems
Mike  Pence,CS,Building a service to help promoting conservative values
Pac Man,DS,Building a REST API for chasing electronic ghosts
Amy Winehouse,CS,Building a service to help singing jazz songs
Lucifer,DS,Creating an app for laughing at God
Mr. Darcy,DS,Building a service to help looking for love
John Lennon,CSDS,Building a REST API for campaigning for world peace
Michael J. Fox,CSDS,Building a REST API for throwing fund-raisers for Parkinson's disease
Emperor Caligula,CS,Building a REST API for terrorizing citizens
Harry Houdini,CS,Creating an app for escaping from handcuffs
Linus Torvalds,CS,Creating a web interface for developing open-source software
Jenna Jameson,CS,Creating an app for starring in pornographic movies
Amy Winehouse,CS,Creating an app for singing jazz songs
Jackie Chan,CS,Building a service to help starring in comedies
Larry David,CS,Creating a web interface for doing stand-up
Captain William Bligh,CS,Creating a web interface for barking orders at subordinates
John F. Kennedy,CS,Building a service to help chasing starlets
Carl Von Clausewitz,CS,Building a REST API for developing military strategies
Edna Krabappel,DS,Creating a web interface for smoking during recess
Edward Cullen,DS,Creating a web interface for sucking blood
Evel Knievel,CS,Creating an app for performing motorcycle stunts
Sappho,CS,Creating an app for writing poetry
Michael Bay,CS,Building a REST API for directing action movies
George Foreman,CS,Creating a web interface for knocking out opponents
Arthur Conan Doyle,CS,Creating an app for writing mystery stories
Adolf Hitler,CS,Creating an app for launching a war
Sid Vicious,CS,Building a REST API for scandalizing polite society
George Clooney,CSDS,Building a service to help promoting political causes
Boy George,CS,Creating an app for writing pop songs
Sam Spade,DS,Building a service to help solving mysteries
Joan of Arc,CS,Creating an app for fighting with swords
Groot,DS,Creating an app for guarding the galaxy
Eddie Van Halen,CS,Creating a web interface for playing rock guitar
Jamie Oliver,CS,Creating a web interface for running restaurants
Justin Timberlake,CS,Building a REST API for entertaining teenagers
Eminem,CSDS,Building a service to help writing rap songs
Snake Plissken,DS,Creating an app for going on commando missions
Howard Hughes,CS,Creating a web interface for running a movie studio
Harry Houdini,CS,Building a service to help escaping from handcuffs
Nelson Mandela,CS,Building a service to help fighting for democracy
Gordon Ramsay,CSDS,Building a REST API for cursing at kitchen staff
Archimedes,CSDS,Building a service to help studying mathematics
Rocky Balboa,DS,Building a service to help winning heavyweight titles
Grace Hopper,CS,Building a service to help pioneering new technologies
The HamBurglar,DS,Building a REST API for stealing hamburgers
Roy Batty,DS,Building a service to help looking for immortality
Sideshow Bob,DS,Building a service to help providing comic relief
Howard Hughes,CS,Creating an app for running a movie studio
Troy McClure,DS,Creating a web interface for appearing in infomercials
Ridley Scott,CS,Building a service to help making science fiction movies
Lars von Trier,CSDS,Creating an app for making new wave movies
Conchita Wurst,CS,Building a REST API for cross-dressing in women's clothes
Barack Obama,CS,Building a service to help giving speeches
Yosemite Sam,DS,Building a service to help losing control
Daenerys Targaryen,DS,Building a service to help running a kingdom
Walt Longmire,CSDS,Building a REST API for solving crimes
Davy Crockett,CSDS,Building a service to help defending freedom
Eminem,CSDS,Creating a web interface for writing rap songs
Billie Holiday,CS,Building a REST API for singing torch songs
Barack Obama,CS,Creating an app for campaigning for the presidency
El Chappo,CSDS,Building a service to help running a criminal enterprise
Walt Whitman,CS,Creating a web interface for writing modern poetry
Archimedes,CSDS,Creating an app for studying mathematics
Spartacus,DS,Building a service to help leading revolts
Alexander the Great,CSDS,Creating an app for building empires
Sam Spade,DS,Creating a web interface for solving mysteries
Margaret Thatcher,CS,Creating a web interface for ranting about liberals
Tony Robbins,CS,Creating a web interface for selling self-help books
Ellen Ripley,DS,Building a REST API for hunting aliens
Jenna Maroney,DS,Creating a web interface for singing on TV shows
Gordon Ramsay,CS,Building a service to help winning Michelin stars
El Chappo,CS,Creating an app for running a smuggling business
Eminem,CSDS,Creating an app for writing rap songs
Captain William Bligh,CS,Building a service to help cracking the whip
Rick Deckard,DS,Creating a web interface for retiring replicants
Porky Pig,DS,Building a service to help 
Walt Whitman,CSDS,Building a REST API for writing modern poetry
Lois Lane,DS,Building a service to help reporting for The Daily Planet
Tony Robbins,CS,Building a service to help selling self-help books
Nikola Tesla,CSDS,Building a REST API for inventing electrical marvels
Billie Holiday,CS,Creating a web interface for singing torch songs
George Foreman,CS,Building a REST API for winning boxing matches
Kal El,DS,Creating a web interface for reporting the news
Lois Lane,DS,Building a REST API for reporting for The Daily Planet
John F. Kennedy,CS,Creating a web interface for chasing starlets
J.R.R. Tolkein,CSDS,Building a REST API for making fantasy movies
Napoleon Solo,DS,Creating an app for rescuing damsels in distress
﻿Daniel Day-Lewis,CS,Building a REST API for winning Oscars
Lois Lane,DS,Creating a web interface for reporting for The Daily Planet
Edward Cullen,DS,Creating an app for avoiding growing old
Porky Pig,DS,Creating an app for 
Plato,CS,Building a service to help teaching the next generation
Adolf Eichmann,CS,Creating an app for running a bureaucracy
Dexter Morgan,DS,Building a service to help chasing murderers
Justin Timberlake,CSDS,Creating a web interface for singing to teenagers
Bugs Bunny,DS,Creating a web interface for eluding hunters
Cary Grant,CS,Creating a web interface for starring in romantic comedies
Noam Chomsky,CS,Building a REST API for studying linguistics
Leonardo DiCaprio,CSDS,Creating an app for dating supermodels
George Foreman,CSDS,Creating a web interface for winning heavyweight titles
Anne Frank,CS,Creating an app for keeping a diary
Captain William Bligh,CS,Creating a web interface for cracking the whip
Archie Bunker,DS,Building a service to help ranting about minorities
Doc Emmett Brown,DS,Creating a web interface for developing new technologies
Philip Marlowe,DS,Building a REST API for solving mysteries
Pablo Escobar,CS,Creating a web interface for running a smuggling business
Alexander the Great,CS,Building a REST API for building empires
Ron Burgundy,DS,Creating a web interface for reading the news
Sid Vicious,CSDS,Creating a web interface for singing punk rock songs
Kylo Ren,DS,Building a service to help working for the forces of darkness
Winston Churchill,CS,Creating an app for promoting democracy
Dexter Morgan,DS,Building a service to help analyzing murder scenes
Dave Lee Roth,CS,Building a service to help singing rock songs
Eric Clapton,CS,Creating a web interface for singing blues songs
Michael O'Leary,CS,Creating a web interface for running a budget airline
Alexander the Great,CS,Creating a web interface for building empires
Colonel Kurtz,DS,Creating an app for waging a secret war
Troy McClure,DS,Building a REST API for appearing in infomercials
Nancy Drew,DS,Building a service to help solving crimes
Jenna Maroney,DS,Building a REST API for singing pop songs
Captain Ahab,DS,Creating a web interface for chasing a great white whale
Jeff Sessions,CSDS,Creating a web interface for promoting conservative values
Harry Potter,DS,Building a service to help performing magic tricks
Jackie Chan,CS,Creating a web interface for starring in comedies
Emperor Palpatine,DS,Creating an app for promoting the Dark Side
Russell Brand,CS,Creating an app for doing stand-up
Orson Welles,CS,Building a service to help directing Hollywood movies
Edward Hopper,CSDS,Creating an app for painting melancholy pictures
Jimi Hendrix,CS,Creating an app for playing rock guitar
Gordon Gekko,DS,Creating an app for promoting capitalism
Larry David,CS,Building a service to help doing stand-up
Courtney Love,CS,Building a REST API for playing grungy music
James Bond,DS,Building a REST API for killing for Mi6
Queen Victoria,CS,Building a service to help ruling over subjects
Victor Meldrew,DS,Building a service to help complaining about everything
Noam Chomsky,CS,Creating a web interface for studying linguistics
Tom Hanks,CS,Building a REST API for playing everyman characters
Emperor Palpatine,DS,Creating a web interface for promoting the Dark Side
H.P. Lovecraft,CS,Building a service to help writing for pulp magazines
Liz Lemon,DS,Creating a web interface for writing TV comedies
Walt Longmire,CSDS,Building a REST API for interpreting evidence
Usain Bolt,CS,Creating an app for running races
Usain Bolt,CS,Creating a web interface for competing in the Olympics
Samuel Pepys,CS,Building a service to help keeping a diary
Noam Chomsky,CSDS,Creating an app for promoting political causes
Arthur Conan Doyle,CSDS,Building a REST API for writing mystery stories
Father Ted,DS,Building a service to help spreading Christianity
John Merrick,CS,Creating a web interface for working in a freak show
Emperor Constantine,CS,Building a service to help running an empire
Martha Stewart,CS,Building a service to help writing cook books
Philip Marlowe,DS,Creating a web interface for solving crimes
The HamBurglar,DS,Creating an app for stealing hamburgers
Porky Pig,DS,Building a REST API for 
John Merrick,CS,Building a REST API for hiding from the public
John Merrick,CSDS,Building a service to help hiding from the public
Carrie Bradshaw,DS,Creating an app for writing about sex
Johnny Cash,CSDS,Creating an app for singing country music
Gordon Gekko,DS,Building a service to help making money
Victor Meldrew,DS,Creating a web interface for complaining about everything
Jackie Chan,CS,Building a REST API for starring in action movies
Violet Baudelaire,DS,Building a REST API for pioneering new technologies
Lady Gaga,CS,Creating a web interface for singing pop songs
Marc Jacobs,CS,Building a service to help designing clothes
Adolf Eichmann,CSDS,Building a REST API for running a bureaucracy
Keyser Söze,DS,Creating a web interface for running a criminal enterprise
Courtney Love,CS,Building a service to help playing grungy music
Elmer Fudd,DS,Building a service to help hunting rabbits
Robert Langdon,DS,Building a service to help studying symbols
Tyra Banks,CS,Building a service to help selling cosmetics
Larry Flynt,CSDS,Creating a web interface for publishing soft pornography
Roy Batty,DS,Creating an app for looking for immortality
Inspector Gadget,DS,Building a REST API for using gadgets
King David,CS,Building a REST API for ruling over subjects
H.P. Lovecraft,CS,Creating an app for writing for pulp magazines
Orson Welles,CS,Building a service to help writing Hollywood movies
Pablo Escobar,CSDS,Creating an app for running a crime family
Tony Robbins,CS,Building a service to help giving self-help lectures
Richard B. Riddick,DS,Building a service to help evading mercenaries
Monica Lewinsky,CS,Building a service to help conducting illicit affairs
Helen Keller,CS,Creating an app for avoiding eye contact
Ariel Sharon,CS,Creating a web interface for building giant walls
Linus Torvalds,CSDS,Building a service to help promoting open-source software
Justin Timberlake,CSDS,Building a service to help entertaining teenagers
Pablo Escobar,CS,Creating a web interface for running a crime family
Mr. Darcy,DS,Creating a web interface for wooing potential brides
Jamie Oliver,CS,Building a REST API for running restaurants
Norma Desmond,DS,Creating a web interface for dreaming of yesteryear
Spartacus,DS,Building a REST API for leading revolts
Orson Welles,CS,Creating an app for writing Hollywood movies
Ron Burgundy,DS,Creating an app for maintaining salon-quality hair
Jamie Oliver,CSDS,Building a service to help cooking dinners
Sid Vicious,CSDS,Building a service to help singing punk rock songs
Dexter Morgan,DS,Creating a web interface for revelling in blood spatter
Noam Chomsky,CSDS,Building a REST API for promoting political causes
Julia Roberts,CS,Building a service to help starring in Hollywood movies
Nikola Tesla,CSDS,Building a service to help inventing electrical marvels
Edward Cullen,DS,Creating a web interface for avoiding growing old
Troy McClure,DS,Creating an app for hosting educational films
Gordon Gekko,DS,Creating a web interface for promoting capitalism
Charles Dickens,CS,Creating an app for writing about social problems
Linus Torvalds,CS,Creating an app for developing operating systems
Jesse Pinkman,DS,Creating an app for running a criminal empire
Leo Tolstoy,CS,Building a REST API for writing Russian novels
Lars von Trier,CS,Building a REST API for making new wave movies
Becky Sharp,DS,Creating an app for  climbing social ladders
Carl Bernstein,CS,Building a REST API for following the money
Mr. Darcy,DS,Building a REST API for looking for love
Edward Cullen,DS,Building a service to help avoiding growing old
Gwyneth Paltrow,CS,Creating an app for running a new-age website
﻿Daniel Day-Lewis,CS,Building a service to help winning Oscars
James Bond,DS,Creating an app for shagging spies
Mel Gibson,CS,Creating a web interface for driving under the influence
Gwyneth Paltrow,CS,Building a service to help running a new-age website
Snake Plissken,DS,Creating an app for organizing prison breaks
R2D2,DS,Building a service to help eluding imperial storm-troopers
John Wayne,CS,Building a REST API for starring in war movies
Osama Bin Laden,CS,Creating a web interface for recruiting disaffected youths
Walt Whitman,CS,Creating an app for writing modern poetry
Catwoman,DS,Building a REST API for stealing jewels
Norma Desmond,DS,Building a service to help seducing toy boys
Violet Baudelaire,DS,Creating a web interface for pioneering new technologies
Courtney Love,CS,Creating a web interface for playing grungy music
Billie Holiday,CSDS,Building a service to help singing torch songs
Daenerys Targaryen,DS,Creating a web interface for ruling over subjects
Eddie Van Halen,CS,Creating an app for playing rock music
Elmer Fudd,DS,Building a service to help hunting wabbits
Osama Bin Laden,CS,Building a REST API for recruiting disaffected youths
Michael J. Fox,CSDS,Creating a web interface for throwing fund-raisers for Parkinson's disease
Mayor Joe Quimby,DS,Creating an app for taking bribes from organized crime
James T. Kirk,DS,Building a service to help making strategic decisions
Tom Sawyer,DS,Creating a web interface for playing pranks
Winston Churchill,CS,Creating an app for fighting for democracy
El Chappo,CSDS,Building a service to help running a smuggling business
Martha Stewart,CSDS,Building a REST API for cooking dinners
Homer,CS,Creating a web interface for telling epic tales
Christina Aguilera,CS,Building a REST API for writing pop songs
Osama Bin Laden,CS,Building a service to help recruiting disaffected youths
Troy McClure,DS,Building a service to help appearing in infomercials
Princess Leia Organa,DS,Creating an app for smuggling military plans
Linus Torvalds,CSDS,Creating a web interface for developing operating systems
Cameron Diaz,CS,Building a service to help starring in romantic comedies
Mayor Joe Quimby,DS,Creating a web interface for  embezzling tax money
Michael O'Leary,CSDS,Creating a web interface for promoting air travel
Rico Tubbs,DS,Creating a web interface for punishing criminals
Emperor Constantine,CS,Creating a web interface for running an empire
Adolf Hitler,CS,Creating an app for creating an axis of evil
David Caruso,CS,Building a service to help starring in TV shows
Edward Hopper,CS,Building a service to help painting melancholy pictures
Gordon Ramsay,CSDS,Building a service to help cooking fancy food
Harry Potter,DS,Creating an app for studying magic tricks
Napoleon Solo,DS,Building a REST API for foiling the schemes of evil villains
Tony Robbins,CSDS,Creating an app for selling self-help books
Nikola Tesla,CSDS,Creating a web interface for inventing electrical marvels
Dorothy Parker,CSDS,Building a REST API for writing short stories
Liza Minnelli,CS,Building a REST API for over-acting
James Bond,DS,Creating a web interface for shagging spies
Eric Clapton,CS,Creating an app for singing blues songs
Eric Clapton,CSDS,Creating a web interface for writing blues songs
Carl Bernstein,CS,Building a service to help reporting the news
Jerry Springer,CS,Building a service to help hosting reality TV shows
Kenny G,CS,Creating a web interface for playing the saxophone
Captain William Bligh,CSDS,Creating an app for cracking the whip
Osama Bin Laden,CSDS,Building a REST API for plotting terrorist outrages
James Bond,DS,Building a service to help killing for Mi6
Andrew Lloyd Webber,CS,Building a REST API for making insipid musicals
Carl Bernstein,CS,Building a service to help following the money
Davy Crockett,CSDS,Building a REST API for hunting raccoons
Monica Lewinsky,CS,Building a REST API for conducting illicit affairs
Samuel Pepys,CS,Creating a web interface for keeping a diary
Robert Langdon,DS,Building a REST API for studying symbols
Ron Burgundy,DS,Creating a web interface for preening in front of the mirror
Buck Rogers,DS,Creating a web interface for surviving in the 25th century
Gianni Versace,CS,Building a service to help pushing haute couture
George Foreman,CSDS,Creating an app for knocking out opponents
Martha Stewart,CS,Creating a web interface for cooking dinners
Emperor Caligula,CS,Creating an app for terrorizing citizens
Mr. Darcy,DS,Building a REST API for wooing potential brides
Harry Houdini,CSDS,Creating a web interface for escaping from handcuffs
Cosmo Kramer,DS,Creating an app for mooching from neighbors
Carrie Bradshaw,DS,Building a service to help gossiping with galpals
Spartacus,DS,Building a REST API for instigating rebellion
Bruce Willis,CSDS,Creating an app for starring in action movies
Helen Keller,CSDS,Building a service to help avoiding eye contact
Winston Churchill,CS,Creating a web interface for promoting democracy
Ringo Starr,CS,Building a service to help playing drums
Lord Percy Percy,DS,Building a service to help flaunting foppish fashions
Leonardo DiCaprio,CS,Building a REST API for dating supermodels
Troy McClure,DS,Building a REST API for hosting educational films
Osama Bin Laden,CS,Building a service to help plotting terrorist outrages
Martha Stewart,CS,Creating an app for writing cook books
Bane,DS,Building a service to help devising evil schemes
Richie Rich,DS,Creating an app for enjoying money
Gianni Versace,CS,Creating an app for designing clothes
Plato,CS,Creating a web interface for teaching philosophy
Martin Luther,CS,Building a REST API for raging against the machine
Charles Dickens,CS,Creating an app for writing serialized stories
Adolf Hitler,CSDS,Building a service to help organizing a putsch
Charles Dickens,CS,Building a service to help writing about social problems
Steve Guttenberg,CS,Building a REST API for getting plastic surgery
Sappho,CS,Creating a web interface for writing poetry
Evel Knievel,CS,Building a REST API for jumping over buses on motorbikes
Gianni Versace,CS,Creating an app for pushing haute couture
Michael O'Leary,CSDS,Creating an app for promoting air travel
Sid Vicious,CS,Creating a web interface for scandalizing polite society
Sid Vicious,CSDS,Creating an app for singing punk rock songs
Gordon Ramsay,CS,Creating a web interface for cooking fancy food
Lord Percy Percy,DS,Creating an app for providing comic relief
Richie Rich,DS,Creating a web interface for enjoying money
Dan Brown,CSDS,Creating a web interface for writing pot-boilers
Pamela Anderson,CSDS,Creating a web interface for monetizing physical assets
Carl Von Clausewitz,CSDS,Creating a web interface for developing military strategies
Charlie Parker,CS,Building a REST API for playing jazz saxophone
Louis Pasteur,CS,Building a service to help studying science
Mariah Carey,CS,Creating a web interface for singing Hipbop songs
Mr. Darcy,DS,Building a service to help wooing potential brides
Pamela Anderson,CSDS,Building a service to help making unauthorized sex tapes
Nancy Drew,DS,Creating an app for finding clues
Emperor Palpatine,DS,Building a service to help promoting the Dark Side
Arthur Conan Doyle,CS,Creating a web interface for writing mystery stories
Harry Houdini,CS,Creating an app for escaping from water tanks
Dr. Henry Jekyll,DS,Building a service to help suppressing violent urges
Sam Spade,DS,Creating an app for solving crimes
Ridley Scott,CS,Building a service to help directing science fiction movies
Ringo Starr,CSDS,Creating an app for playing drums
Tom Cruise,CS,Creating a web interface for promoting Scientology
Richie Rich,DS,Creating a web interface for squandering money
Simon Cowell,CS,Creating a web interface for running a media empire
Barack Obama,CSDS,Building a REST API for campaigning for the presidency
Emperor Caligula,CSDS,Building a service to help abusing power
Charles Dickens,CSDS,Creating a web interface for writing serialized stories
Adolf Hitler,CS,Building a REST API for opening a new front
Bugs Bunny,DS,Building a service to help eating carrots
Mayor Joe Quimby,DS,Creating an app for  embezzling tax money
David Blaine,CS,Building a REST API for performing street magic
Troy McClure,DS,Creating a web interface for hosting educational films
James T. Kirk,DS,Creating an app for making strategic decisions
James Bond,DS,Building a REST API for shagging spies
Larry David,CS,Building a REST API for doing stand-up
Leonard Hofstadter,DS,Building a REST API for collecting comic books
Jim Jones,CSDS,Building a REST API for organizing mass suicides 
Usain Bolt,CS,Building a REST API for competing in the Olympics
Errol Flynn,CS,Building a REST API for womanizing
Davy Crockett,CS,Creating an app for hunting raccoons
﻿Daniel Day-Lewis,CS,Building a service to help performing serious acting
Simon Cowell,CS,Building a service to help promoting pop music
Walt Longmire,CS,Creating a web interface for finding clues
Leonardo DiCaprio,CSDS,Building a service to help dating supermodels
John Wayne,CS,Creating an app for starring in war movies
Spartacus,DS,Building a service to help spreading revolution
Captain Ahab,DS,Creating an app for commanding a whaling ship
Justin Timberlake,CSDS,Building a service to help singing to teenagers
Elvis Presley,CS,Building a REST API for frying peanut-butter and banana sandwiches
Ridley Scott,CS,Creating an app for directing science fiction movies
Evel Knievel,CS,Creating a web interface for performing motorcycle stunts
Emperor Constantine,CS,Building a REST API for running an empire
Ariel Sharon,CSDS,Building a service to help building giant walls
Robert Langdon,DS,Creating an app for following clues
Ridley Scott,CSDS,Building a REST API for making science fiction movies
Giacomo Casanova,CS,Creating a web interface for chasing after women
Arthur Conan Doyle,CSDS,Building a service to help writing mystery stories
J.R.R. Tolkein,CS,Creating an app for making fantasy movies
Gwyneth Paltrow,CS,Building a service to help raising new-age children
Perry Mason,DS,Creating an app for defending the innocent
George Foreman,CS,Building a service to help winning boxing matches
Inspector Gadget,DS,Creating a web interface for using gadgets
H.P. Lovecraft,CSDS,Creating a web interface for writing for pulp magazines
Charlie Parker,CSDS,Creating a web interface for playing jazz saxophone
Pac Man,DS,Building a service to help eluding electronic ghosts
William Shatner,CS,Creating a web interface for constructing an ironic public image
Tony Robbins,CS,Creating an app for giving self-help lectures
Captain William Bligh,CS,Building a REST API for cracking the whip
Joseph Goebbels,CS,Building a REST API for running a propaganda machine
Montgomery Burns,DS,Building a REST API for amassing wealth
Jesse Pinkman,DS,Building a REST API for running a criminal empire
Mariah Carey,CS,Creating an app for singing Hipbop songs
Joseph Goebbels,CS,Creating a web interface for promoting totalitarianism
Bing Crosby,CS,Building a REST API for singing middle-of-the-road songs
Homer,CS,Building a REST API for telling epic tales
Mariah Carey,CSDS,Building a service to help singing Hipbop songs
Woody Allen,CS,Building a REST API for playing the clarinet
Louis Pasteur,CS,Creating a web interface for studying science
John F. Kennedy,CS,Creating an app for chasing starlets
Mayor Joe Quimby,DS,Building a service to help taking bribes from organized crime
Robert E. Lee,CS,Building a service to help winning battles
Stormy Daniels,CS,Building a service to help starring in pornographic movies
Elvis Presley,CS,Building a service to help frying peanut-butter and banana sandwiches
Sideshow Bob,DS,Building a REST API for providing comic relief
Sid Vicious,CS,Building a service to help scandalizing polite society
Courtney Love,CS,Creating an app for playing grungy music
Princess Fiona,DS,Creating an app for waiting for a hero
Rick Deckard,DS,Building a service to help retiring replicants
